respondent_id,data_resposta,om,posto_graduacao,vinculo,escolaridade,s1_estado_civil,s1_familia_mesma_cidade,s1_q3_concilia_trabalho_familia,s1_q4_familia_apoia,s1_q5_cidade_boas_condicoes,s1_ativ_fisica_freq_semana,s1_q7_tempo_descanso,s1_q8_dorme_bem,s1_q9_rotina_ativ_fisica_satisfatoria,s1_nota_qualidade_vida,s1_nota_qualidade_vida_justificativa,s1_nota_equilibrio_trabalho_vida,s1_nota_equilibrio_trabalho_vida_justificativa,s1_nota_bemestar_fisico,s1_nota_bemestar_fisico_justificativa,s1_nota_bemestar_emocional,s1_nota_bemestar_emocional_justificativa,s1_q14_fe_forca_equilibrio,s1_q15_vive_religiao_sem_constrangimento,s1_q16_om_respeita_liberdade_religiosa,s1_comentario,s2_nota_sabor_rancho,s2_nota_sabor_rancho_justificativa,s2_nota_variedade_cardapio,s2_nota_variedade_cardapio_justificativa,s2_nota_quantidade_comida,s2_nota_quantidade_comida_justificativa,s2_nota_limpeza_rancho,s2_nota_limpeza_rancho_justificativa,s2_q5_local_boas_condicoes,s2_q6_alojamento_limpo,s2_q7_alojamento_boas_condicoes,s2_q8_banheiros_boas_condicoes,s2_q9_materiais_equipamentos,s2_q10_carga_trabalho_adequada,s2_q11_funcoes_claras,s2_equipamentos_texto,s2_q13_superiores_reconhecem,s2_q14_bom_relacionamento_colegas,s2_q15_superiores_orientam_apoiam,s2_q16_oportunidades_cursos,s2_q17_chances_crescer_carreira,s2_nota_orgulho_om,s2_nota_orgulho_om_justificativa,s2_melhoria_texto,s3_q1_energia_disposicao_freq,s3_q2_sobrecarregado_freq,s3_q3_dificuldade_relaxar_freq,s3_q4_dormiu_mal_freq,s3_q5_irritado_freq,s3_q6_lidou_bem_dificuldades_freq,s3_q7_apoiado_colegas_chefes_freq,s3_q8_sabe_recorrer_apoio,s3_q9_seguro_buscar_apoio_sem_discriminacao,s3_q10_equilibrio_emocional_bom,s3_fusex_usuario,s3_fusex_q11_atendimento_qualidade,s3_fusex_q12_atende_necessidades,s3_fusex_q13_facilidade_uso,s3_apostas_q14_costuma_apostar,s3_apostas_q15_aumentou_freq_valor,s3_apostas_q16_prejuizo_financeiro,s3_apostas_q17_afetou_trabalho,s3_apostas_q18_quis_parar_dificuldade,s3_comentario,s4_moradia,s4_deslocamento_tempo,s4_q3_soldo_compativel,s4_q4_renda_suficiente,s4_q5_consegue_guardar_dinheiro,s4_q6_moradia_adequada,s4_q7_deslocamento_razoavel,s4_q8_seguranca_financeira_futuro,s4_q9_financas_nao_afetam_desempenho,s4_nota_situacao_financeira,s4_nota_situacao_financeira_justificativa,s4_avaliacao_geral_financeira,s4_comentario,s5_q1_hierarquia_com_respeito,s5_q2_tratamento_igualdade,s5_q3_regras_iguais_para_todos,s5_q4_info_clara_a_tempo,s5_q5_avontade_falar_chefia,s5_q6_decisoes_explicadas_clareza,s5_q7_recebe_feedback,s5_q8_reunioes_objetivas,s5_q9_tempo_reunioes_formaturas_ok,s5_q10_planejamento_com_antecedencia,s5_q11_escalas_justas,s5_q12_avisado_mudancas_antecedencia,s5_q13_rotina_previsivel,s5_sugestao_texto,s6_nota_clima_geral,s6_nota_clima_geral_justificativa
11,2026-08-15,3ª Cia Eng Cmb Mec,2º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos",Mora em outra cidade (longe de mim),3,3,2,5 vezes ou mais,3,2,3,9,Consigo equilibrar bem minha vida.,3,Trabalho demais e descanso de menos.,8,Me sinto bem fisicamente.,4,Ando estressado e ansioso.,2,3,3,Sem observações relevantes.,6,"A comida é razoável, dá pra comer.",6,"Varia um pouco, mas podia ter mais opções.",5,"Às vezes é pouco, mas geralmente dá.",4,O rancho precisa de mais limpeza.,3,1,1,2,2,3,3,"Sim, o material é suficiente para o dia a dia.",3,4,1,3,1,7,Tenho um orgulho moderado da OM.,Mais reconhecimento pelo trabalho realizado.,4,4,3,1,2,3,4,2,2,4,Sim,2.0,2.0,3.0,1,1,2,1,1,Sem comentários adicionais.,Imóvel próprio,Até 15 minutos,1,2,1,3,3,3,3,6,"Dá para pagar as contas, mas sem sobra.",Estável / equilibrada,O soldo não acompanha a inflação.,2,3,3,3,4,3,2,3,3,1,1,3,3,Avisar as escalas com mais antecedência.,3,Precisa melhorar bastante.
12,2026-08-19,13ª Cia Com Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Solteiro(a), com filhos","Sim, mora comigo",3,3,2,3 a 4 vezes,2,4,3,6,Minha qualidade de vida é razoável.,4,Quase não sobra tempo pra família.,5,"Minha saúde física está ok, nada grave.",4,Tenho me sentido para baixo ultimamente.,4,3,2,Sem observações relevantes.,7,"Alguns dias está boa, outros nem tanto.",8,Gosto que muda bastante durante a semana.,2,Serve pouco e não dá pra repetir.,5,"A limpeza é razoável, mas podia melhorar.",3,4,2,2,2,3,3,Faltam viaturas disponíveis para treinar.,2,2,3,2,1,10,Sinto-me honrado em servir aqui.,Melhorar as condições do alojamento.,3,2,2,2,3,5,3,3,2,2,Não,,,,1,1,2,2,1,Falta divulgar melhor onde buscar ajuda.,Imóvel alugado por conta própria,De 15 a 30 minutos,2,2,1,3,3,3,3,6,"Dá para pagar as contas, mas sem sobra.","Apertada, mas sob controle",O soldo não acompanha a inflação.,4,3,2,2,3,2,2,4,3,3,2,2,3,Melhorar o mural de avisos.,8,"No geral, o ambiente é muito bom."
13,2026-08-15,3ª Cia Eng Cmb Mec,3º Sargento,De Carreira,Ensino Superior Completo (Graduação),"Solteiro(a), com filhos",Mora em outra cidade (longe de mim),2,3,4,3 a 4 vezes,2,4,3,8,Consigo equilibrar bem minha vida.,3,Quase não sobra tempo pra família.,7,"Minha saúde física está ok, nada grave.",3,Tenho me sentido para baixo ultimamente.,4,2,2,Poderiam ajudar mais quem tem filhos pequenos.,4,Falta tempero na maioria dos pratos.,5,De vez em quando tem prato diferente.,6,A quantidade é suficiente na maioria dos dias.,7,"A limpeza é razoável, mas podia melhorar.",3,3,2,2,4,2,3,Falta fardamento e botas em número suficiente.,1,4,4,3,2,10,Sinto-me honrado em servir aqui.,Mais reconhecimento pelo trabalho realizado.,2,4,2,1,2,4,3,3,3,3,Sim,3.0,2.0,3.0,2,1,2,2,2,Sem comentários adicionais.,Próprio Nacional Residencial (PNR),De 30 a 60 minutos,2,2,2,2,3,2,3,2,O soldo não fecha com as contas.,"Apertada, mas sob controle",O soldo não acompanha a inflação.,2,4,3,1,3,3,3,2,1,3,2,3,2,Avisar as escalas com mais antecedência.,7,"No geral, é razoável."
14,2026-08-15,9º RCB,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Casado(a) / união estável, sem filhos","Sim, mora comigo",4,3,2,Nenhuma vez,3,4,3,7,Minha qualidade de vida é razoável.,5,"Consigo equilibrar às vezes, mas nem sempre.",8,Tenho me exercitado e me sinto disposto.,5,Emocionalmente estou razoável.,4,4,4,Sem observações relevantes.,4,Falta tempero na maioria dos pratos.,5,De vez em quando tem prato diferente.,4,Serve pouco e não dá pra repetir.,5,"A limpeza é razoável, mas podia melhorar.",2,3,1,3,2,2,3,Falta fardamento e botas em número suficiente.,1,4,2,1,3,5,Tenho um orgulho moderado da OM.,Melhorar a comunicação entre os setores.,3,4,2,4,3,3,3,1,2,2,Não,,,,1,1,2,1,1,Seria bom ter mais palestras sobre saúde mental.,Alojamento na OM,De 30 a 60 minutos,2,2,1,3,3,4,1,7,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",Nada a acrescentar.,2,3,4,2,3,3,3,4,3,2,3,3,2,Melhorar o mural de avisos.,5,Tem pontos bons e outros a melhorar.
15,2026-08-13,QG 3ª Bda C Mec,2º Sargento,Temporário,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos",Mora em outra cidade (longe de mim),3,4,3,1 a 2 vezes,3,3,3,5,Tem dias bons e dias ruins.,6,Depende muito da semana.,5,Poderia cuidar melhor do corpo.,4,Tenho me sentido para baixo ultimamente.,4,4,4,Gostaria de mais apoio para militares com família longe.,5,"O sabor é ok, mas podia melhorar.",3,Falta variedade nas saladas e legumes.,6,A quantidade é suficiente na maioria dos dias.,8,A higiene do local é muito boa.,3,2,2,4,3,1,2,"Sim, tenho tudo que preciso.",1,4,4,3,1,9,Sinto-me honrado em servir aqui.,Melhorar a comunicação entre os setores.,2,3,3,3,1,3,4,3,3,3,Não,,,,2,1,1,1,2,Falta divulgar melhor onde buscar ajuda.,Imóvel alugado por conta própria,Mais de 60 minutos,2,3,1,1,3,1,1,5,"Dá para pagar as contas, mas sem sobra.",Confortável,Nada a acrescentar.,3,3,3,3,3,3,1,1,3,2,3,3,2,Melhorar o mural de avisos.,7,"No geral, é razoável."
16,2026-08-12,25º GAC,Subtenente,De Carreira,Ensino Superior Incompleto (faculdade em andamento),"Casado(a) / união estável, sem filhos","Sim, mora comigo",4,3,3,3 a 4 vezes,3,2,2,10,Estou satisfeito com minha qualidade de vida.,7,"Consigo equilibrar às vezes, mas nem sempre.",8,Me sinto bem fisicamente.,7,Emocionalmente estou razoável.,4,3,3,Nada a acrescentar.,7,"A comida é razoável, dá pra comer.",4,Falta variedade nas saladas e legumes.,4,Serve pouco e não dá pra repetir.,5,"No geral está limpo, com algumas exceções.",4,2,4,2,4,2,3,Falta fardamento e botas em número suficiente.,2,2,3,2,3,5,"Depende do dia, mas no geral é ok.",Mais reconhecimento pelo trabalho realizado.,2,2,1,1,4,4,4,2,2,3,Sim,3.0,3.0,1.0,1,1,1,1,1,Falta divulgar melhor onde buscar ajuda.,Imóvel próprio,De 15 a 30 minutos,1,2,1,2,2,4,2,4,O soldo não fecha com as contas.,"Apertada, mas sob controle",Gostaria de mais clareza sobre os descontos no contracheque.,4,3,2,3,2,2,2,2,4,2,2,4,1,Avisar as escalas com mais antecedência.,7,Tem pontos bons e outros a melhorar.
17,2026-08-12,2ª Bia AAAe,2º Tenente,De Carreira,Ensino Superior Completo (Graduação),"Casado(a) / união estável, sem filhos","Sim, mora comigo",4,3,4,5 vezes ou mais,4,3,2,2,Ando cansado e sem tempo de qualidade.,4,Quase não sobra tempo pra família.,8,Me sinto bem fisicamente.,8,Estou tranquilo e equilibrado.,4,3,4,Gostaria de mais apoio para militares com família longe.,4,A comida é sem sal e sem gosto.,6,De vez em quando tem prato diferente.,3,Muitas vezes acaba a comida antes de todos se servirem.,6,"A limpeza é razoável, mas podia melhorar.",2,3,2,3,3,4,4,"Sim, o material é suficiente para o dia a dia.",4,3,1,1,2,7,"Depende do dia, mas no geral é ok.",Mais oportunidades de curso.,3,1,3,4,4,3,5,3,2,4,Sim,4.0,2.0,2.0,3,1,1,2,2,Sem comentários adicionais.,Imóvel alugado por conta própria,De 15 a 30 minutos,2,2,2,2,1,3,2,2,Situação financeira apertada este mês.,Estável / equilibrada,Nada a acrescentar.,4,4,3,1,2,1,3,1,1,2,3,2,1,Melhorar o mural de avisos.,4,Precisa melhorar bastante.
18,2026-08-13,3º B Log,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos","Sim, mora comigo",2,4,2,1 a 2 vezes,2,1,3,6,Minha qualidade de vida é razoável.,6,Depende muito da semana.,8,Me sinto bem fisicamente.,5,Tenho dias melhores e outros piores.,4,4,3,Poderiam ajudar mais quem tem filhos pequenos.,4,A comida é sem sal e sem gosto.,3,Repete muito o cardápio na mesma semana.,5,"Às vezes é pouco, mas geralmente dá.",7,"No geral está limpo, com algumas exceções.",1,1,2,2,3,2,3,Falta material de instrução em bom estado.,2,3,3,2,3,4,Falta motivo para se orgulhar no momento.,Reduzir a burocracia interna.,1,2,5,3,2,3,3,3,3,2,Não,,,,3,1,2,1,1,Falta divulgar melhor onde buscar ajuda.,Alojamento na OM,De 15 a 30 minutos,1,2,2,2,3,2,4,5,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",O soldo não acompanha a inflação.,2,4,4,3,1,4,2,3,3,3,2,4,3,Avisar as escalas com mais antecedência.,6,Tem pontos bons e outros a melhorar.
19,2026-08-10,7º R C Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Fundamental Completo,"Solteiro(a), sem filhos",Não se aplica,4,3,3,3 a 4 vezes,1,3,2,8,Consigo equilibrar bem minha vida.,6,Depende muito da semana.,2,Estou fisicamente desgastado.,7,Emocionalmente estou razoável.,4,3,4,Gostaria de mais apoio para militares com família longe.,5,"A comida é razoável, dá pra comer.",2,Repete muito o cardápio na mesma semana.,6,A quantidade é suficiente na maioria dos dias.,3,Falta higiene na hora de servir.,1,2,3,4,2,4,1,Faltam viaturas disponíveis para treinar.,4,3,3,1,2,5,Tenho um orgulho moderado da OM.,Mais oportunidades de curso.,5,4,5,5,3,3,3,3,3,4,Não,,,,3,1,2,1,2,Nada a declarar.,Alojamento na OM,Até 15 minutos,2,1,1,3,3,2,3,8,Minha situação financeira está sob controle.,Endividado(a) / com dificuldades,Sem comentários adicionais.,3,3,4,1,4,2,2,2,3,2,1,1,2,Avisar as escalas com mais antecedência.,5,"No geral, é razoável."
20,2026-08-19,QG 3ª Bda C Mec,1º Sargento,De Carreira,Ensino Superior Completo (Graduação),"Casado(a) / união estável, sem filhos","Sim, mora comigo",3,3,3,Nenhuma vez,1,3,3,8,Estou satisfeito com minha qualidade de vida.,7,"Consigo equilibrar às vezes, mas nem sempre.",6,"Minha saúde física está ok, nada grave.",5,Tenho dias melhores e outros piores.,4,4,1,Sem observações relevantes.,4,A comida chega fria e sem sabor.,5,De vez em quando tem prato diferente.,3,Muitas vezes acaba a comida antes de todos se servirem.,7,"No geral está limpo, com algumas exceções.",3,3,2,3,2,2,3,"Sim, tenho tudo que preciso.",4,3,2,2,2,6,Tenho um orgulho moderado da OM.,Mais reconhecimento pelo trabalho realizado.,5,4,1,2,4,3,3,3,1,4,Não,,,,1,1,1,2,2,Nada a declarar.,Próprio Nacional Residencial (PNR),Até 15 minutos,3,2,2,3,3,2,4,4,O soldo não fecha com as contas.,"Apertada, mas sob controle",Nada a acrescentar.,4,4,4,1,4,3,2,2,2,3,2,2,3,"Manter como está, funciona bem.",7,"No geral, é razoável."
21,2026-08-12,7º R C Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Superior Incompleto (faculdade em andamento),"Solteiro(a), sem filhos","Sim, mora comigo",3,4,3,3 a 4 vezes,3,3,3,7,Minha qualidade de vida é razoável.,6,"Consigo equilibrar às vezes, mas nem sempre.",5,"Minha saúde física está ok, nada grave.",7,Emocionalmente estou razoável.,4,3,2,Sem observações relevantes.,5,"Alguns dias está boa, outros nem tanto.",5,"Varia um pouco, mas podia ter mais opções.",5,A quantidade é suficiente na maioria dos dias.,5,"A limpeza é razoável, mas podia melhorar.",4,2,2,3,3,3,3,"Sim, tenho tudo que preciso.",3,3,3,3,2,9,Tenho muito orgulho de pertencer a esta OM.,Mais reconhecimento pelo trabalho realizado.,2,2,2,3,2,3,3,3,4,1,Não,,,,2,1,1,1,1,Falta divulgar melhor onde buscar ajuda.,Moradia cedida / com familiares,De 15 a 30 minutos,2,2,2,2,2,2,3,6,"Dá para pagar as contas, mas sem sobra.",Estável / equilibrada,O soldo não acompanha a inflação.,4,3,3,2,3,2,3,2,3,2,2,3,3,Avisar as escalas com mais antecedência.,4,Muitos pontos a corrigir.
22,2026-08-15,3ª Cia Eng Cmb Mec,2º Tenente,De Carreira,Ensino Superior Completo (Graduação),"Solteiro(a), com filhos","Sim, mora comigo",3,4,3,3 a 4 vezes,4,1,3,8,Consigo equilibrar bem minha vida.,5,"Consigo equilibrar às vezes, mas nem sempre.",6,Poderia cuidar melhor do corpo.,5,Emocionalmente estou razoável.,4,1,2,Nada a acrescentar.,5,"Alguns dias está boa, outros nem tanto.",3,"É sempre arroz, feijão e a mesma carne.",7,A quantidade é suficiente na maioria dos dias.,7,"No geral está limpo, com algumas exceções.",3,3,2,4,3,2,3,Falta material de instrução em bom estado.,1,4,3,2,3,6,Tenho um orgulho moderado da OM.,Melhorar o rancho.,4,4,3,2,4,1,3,3,4,2,Sim,3.0,1.0,4.0,2,1,2,1,2,Sem comentários adicionais.,Próprio Nacional Residencial (PNR),De 15 a 30 minutos,1,1,2,4,2,1,4,3,Estou endividado e preocupado.,"Apertada, mas sob controle",Gostaria de mais clareza sobre os descontos no contracheque.,4,3,3,3,4,3,1,4,3,4,3,3,4,Melhorar o mural de avisos.,7,Tem pontos bons e outros a melhorar.
23,2026-08-12,3º B Log,Capitão,De Carreira,Mestrado,"Solteiro(a), sem filhos","Sim, mora comigo",2,4,3,3 a 4 vezes,4,3,3,7,Minha qualidade de vida é razoável.,6,"Consigo equilibrar às vezes, mas nem sempre.",8,Me sinto bem fisicamente.,5,Tenho dias melhores e outros piores.,4,4,3,Sem observações relevantes.,5,"A comida é razoável, dá pra comer.",4,"É sempre arroz, feijão e a mesma carne.",7,"Às vezes é pouco, mas geralmente dá.",4,As mesas nem sempre estão limpas.,3,2,2,3,4,2,2,"Sim, o material é suficiente para o dia a dia.",2,2,2,3,3,7,"Depende do dia, mas no geral é ok.",Mais oportunidades de curso.,1,4,2,3,3,5,3,3,3,3,Sim,2.0,2.0,4.0,2,2,1,2,1,Sem comentários adicionais.,Imóvel próprio,De 15 a 30 minutos,2,2,2,3,3,3,4,4,Estou endividado e preocupado.,Estável / equilibrada,Nada a acrescentar.,1,3,4,2,2,2,1,3,3,3,4,2,2,"Manter como está, funciona bem.",7,Tem pontos bons e outros a melhorar.
24,2026-08-21,3º B Log,Tenente-Coronel,De Carreira,Pós-Graduação / Especialização,"Solteiro(a), com filhos","Sim, mora comigo",4,3,2,5 vezes ou mais,2,2,4,5,Tem dias bons e dias ruins.,7,"Consigo equilibrar às vezes, mas nem sempre.",7,"Minha saúde física está ok, nada grave.",6,Emocionalmente estou razoável.,3,4,3,Poderiam ajudar mais quem tem filhos pequenos.,4,Falta tempero na maioria dos pratos.,6,De vez em quando tem prato diferente.,6,A quantidade é suficiente na maioria dos dias.,3,As mesas nem sempre estão limpas.,3,2,1,3,2,3,3,"Sim, tenho tudo que preciso.",1,3,3,1,1,8,Sinto-me honrado em servir aqui.,Melhorar as condições do alojamento.,2,1,5,2,1,4,5,3,3,2,Sim,3.0,2.0,3.0,2,1,1,2,1,Nada a declarar.,Imóvel próprio,Até 15 minutos,1,2,2,2,3,4,2,3,Situação financeira apertada este mês.,Confortável,O soldo não acompanha a inflação.,2,2,3,1,2,3,4,3,3,2,3,4,3,Melhorar o mural de avisos.,4,O ambiente está bem desgastado.
25,2026-08-19,2ª Bia AAAe,1º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Casado(a) / união estável, com filhos",Mora em outra cidade (longe de mim),2,4,3,3 a 4 vezes,3,2,2,5,Minha qualidade de vida é razoável.,7,Depende muito da semana.,7,"Minha saúde física está ok, nada grave.",4,Ando estressado e ansioso.,3,2,2,Poderiam ajudar mais quem tem filhos pequenos.,5,"A comida é razoável, dá pra comer.",7,"Varia um pouco, mas podia ter mais opções.",6,"Às vezes é pouco, mas geralmente dá.",8,A higiene do local é muito boa.,3,3,3,3,3,2,4,"Sim, o material é suficiente para o dia a dia.",3,4,3,2,1,7,Tenho um orgulho moderado da OM.,Melhorar o rancho.,4,2,3,2,2,5,3,2,2,2,Sim,2.0,3.0,2.0,1,1,2,1,2,Nada a declarar.,Imóvel próprio,Mais de 60 minutos,1,1,3,3,4,3,3,6,"Dá para pagar as contas, mas sem sobra.",Estável / equilibrada,Sem comentários adicionais.,4,3,4,2,4,2,1,3,4,2,4,2,3,Melhorar o mural de avisos.,6,"No geral, é razoável."
26,2026-08-13,2ª Bia AAAe,1º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Casado(a) / união estável, sem filhos","Sim, mora comigo",3,4,3,Nenhuma vez,2,3,2,7,Minha qualidade de vida é razoável.,5,Depende muito da semana.,6,"Minha saúde física está ok, nada grave.",3,Minha cabeça anda muito cheia.,2,4,4,Sem observações relevantes.,3,O tempero está sempre muito fraco.,5,De vez em quando tem prato diferente.,7,A quantidade é suficiente na maioria dos dias.,3,O rancho precisa de mais limpeza.,3,2,2,2,2,1,4,Faltam viaturas disponíveis para treinar.,3,3,4,3,2,5,Tenho um orgulho moderado da OM.,Melhorar o rancho.,3,3,2,2,2,3,4,4,3,3,Sim,1.0,4.0,4.0,1,1,1,3,1,Sem comentários adicionais.,Próprio Nacional Residencial (PNR),De 30 a 60 minutos,3,2,2,3,2,3,2,3,Estou endividado e preocupado.,"Apertada, mas sob controle",O soldo não acompanha a inflação.,3,3,2,1,2,3,1,2,2,3,3,3,3,"Manter como está, funciona bem.",7,"No geral, é razoável."
27,2026-08-18,3ª Cia Eng Cmb Mec,Subtenente,De Carreira,Ensino Superior Completo (Graduação),"Casado(a) / união estável, sem filhos",Mora em outra cidade (longe de mim),3,3,4,1 a 2 vezes,2,2,2,7,Minha qualidade de vida é razoável.,2,O serviço toma quase todo o meu tempo.,8,Tenho me exercitado e me sinto disposto.,7,Emocionalmente estou razoável.,4,4,4,Gostaria de mais apoio para militares com família longe.,3,O tempero está sempre muito fraco.,5,"Varia um pouco, mas podia ter mais opções.",7,A quantidade é suficiente na maioria dos dias.,7,"No geral está limpo, com algumas exceções.",2,1,3,2,4,3,4,"Sim, o material é suficiente para o dia a dia.",2,1,3,3,2,7,"Depende do dia, mas no geral é ok.",Melhorar a comunicação entre os setores.,4,4,4,1,3,5,2,3,2,2,Sim,2.0,4.0,2.0,1,1,1,1,1,Nada a declarar.,Imóvel alugado por conta própria,Até 15 minutos,1,2,2,3,2,3,3,5,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",Nada a acrescentar.,4,3,4,3,3,2,3,3,2,4,3,2,2,Melhorar o mural de avisos.,6,"No geral, é razoável."
28,2026-08-10,25º GAC,3º Sargento,De Carreira,Ensino Superior Incompleto (faculdade em andamento),"Solteiro(a), sem filhos","Sim, mora comigo",2,3,3,Nenhuma vez,3,2,2,6,Tem dias bons e dias ruins.,4,O serviço toma quase todo o meu tempo.,6,"Minha saúde física está ok, nada grave.",3,Tenho me sentido para baixo ultimamente.,4,4,3,Gostaria de mais apoio para militares com família longe.,5,"O sabor é ok, mas podia melhorar.",3,Falta variedade nas saladas e legumes.,5,A quantidade é suficiente na maioria dos dias.,6,"A limpeza é razoável, mas podia melhorar.",2,1,1,4,3,2,3,Falta fardamento e botas em número suficiente.,2,3,4,2,1,4,Não sinto muito orgulho de estar aqui.,Melhorar o rancho.,5,3,2,3,2,3,3,4,3,3,Sim,3.0,4.0,2.0,1,1,3,1,1,Seria bom ter mais palestras sobre saúde mental.,Próprio Nacional Residencial (PNR),De 15 a 30 minutos,2,2,1,2,2,2,2,2,Situação financeira apertada este mês.,"Apertada, mas sob controle",Gostaria de mais clareza sobre os descontos no contracheque.,4,2,4,2,3,4,3,2,1,1,3,2,3,"Manter como está, funciona bem.",6,Tem pontos bons e outros a melhorar.
29,2026-08-20,25º GAC,Cabo,Temporário,Ensino Superior Incompleto (faculdade em andamento),"Casado(a) / união estável, com filhos",Mora em outra cidade (longe de mim),4,3,3,1 a 2 vezes,3,1,3,4,Tenho pouco tempo para mim mesmo.,6,Depende muito da semana.,5,"Minha saúde física está ok, nada grave.",6,Tenho dias melhores e outros piores.,4,3,2,Poderiam ajudar mais quem tem filhos pequenos.,4,O tempero está sempre muito fraco.,6,"Varia um pouco, mas podia ter mais opções.",5,A quantidade é suficiente na maioria dos dias.,6,"No geral está limpo, com algumas exceções.",3,3,3,3,3,1,3,Falta fardamento e botas em número suficiente.,3,3,3,2,2,6,"Depende do dia, mas no geral é ok.",Melhorar as condições do alojamento.,2,4,3,2,3,5,1,2,4,1,Não,,,,1,3,1,2,1,Nada a declarar.,Alojamento na OM,Até 15 minutos,2,1,2,4,1,4,3,5,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",O soldo não acompanha a inflação.,3,1,3,3,3,3,2,4,3,3,2,2,3,Melhorar o mural de avisos.,5,"No geral, é razoável."
30,2026-08-20,3º R C Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos","Sim, mora comigo",1,4,3,1 a 2 vezes,3,3,2,6,Tem dias bons e dias ruins.,6,"Consigo equilibrar às vezes, mas nem sempre.",5,Poderia cuidar melhor do corpo.,9,Me sinto emocionalmente bem.,4,3,3,Gostaria de mais apoio para militares com família longe.,5,"A comida é razoável, dá pra comer.",5,"Varia um pouco, mas podia ter mais opções.",2,Serve pouco e não dá pra repetir.,5,"No geral está limpo, com algumas exceções.",3,2,3,2,2,2,3,Faltam viaturas disponíveis para treinar.,1,3,4,3,1,8,Sinto-me honrado em servir aqui.,Melhorar a comunicação entre os setores.,5,4,3,2,2,3,4,1,3,1,Não,,,,3,1,1,1,1,Falta divulgar melhor onde buscar ajuda.,Alojamento na OM,De 15 a 30 minutos,2,3,2,4,2,1,3,7,Consigo me organizar razoavelmente.,Endividado(a) / com dificuldades,Nada a acrescentar.,3,4,2,4,2,3,2,2,2,3,3,3,2,Melhorar o mural de avisos.,6,Tem pontos bons e outros a melhorar.
31,2026-08-21,3º B Log,3º Sargento,De Carreira,Ensino Superior Completo (Graduação),"Solteiro(a), com filhos","Sim, mora comigo",3,3,4,5 vezes ou mais,2,3,1,8,Estou satisfeito com minha qualidade de vida.,6,Depende muito da semana.,7,Poderia cuidar melhor do corpo.,3,Tenho me sentido para baixo ultimamente.,2,3,4,Poderiam ajudar mais quem tem filhos pequenos.,5,"O sabor é ok, mas podia melhorar.",4,Falta variedade nas saladas e legumes.,5,A quantidade é suficiente na maioria dos dias.,6,"A limpeza é razoável, mas podia melhorar.",3,4,1,1,2,4,2,"Sim, o material é suficiente para o dia a dia.",3,3,2,4,2,9,Sinto-me honrado em servir aqui.,Reduzir a burocracia interna.,3,3,2,2,3,3,4,2,3,4,Sim,2.0,2.0,4.0,1,1,1,2,2,Seria bom ter mais palestras sobre saúde mental.,Imóvel alugado por conta própria,Até 15 minutos,2,2,2,2,2,3,2,5,"Dá para pagar as contas, mas sem sobra.",Estável / equilibrada,O soldo não acompanha a inflação.,3,2,3,3,2,1,2,3,4,2,2,2,2,Fazer reuniões mais curtas e objetivas.,6,"No geral, é razoável."
32,2026-08-12,7º R C Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Incompleto,"Solteiro(a), com filhos","Sim, mora comigo",3,4,3,Nenhuma vez,3,2,1,6,Tem dias bons e dias ruins.,4,Quase não sobra tempo pra família.,8,Tenho me exercitado e me sinto disposto.,8,Estou tranquilo e equilibrado.,2,1,4,Nada a acrescentar.,7,"Alguns dias está boa, outros nem tanto.",7,De vez em quando tem prato diferente.,4,Serve pouco e não dá pra repetir.,7,"No geral está limpo, com algumas exceções.",3,3,2,2,1,1,4,O material é antigo e precisa de manutenção.,3,3,3,1,2,5,Tenho um orgulho moderado da OM.,Melhorar o rancho.,4,3,2,4,3,4,2,2,4,1,Não,,,,1,2,2,1,1,Sem comentários adicionais.,Imóvel alugado por conta própria,De 15 a 30 minutos,3,3,1,2,1,2,2,5,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",Sem comentários adicionais.,3,3,3,3,2,1,3,3,3,2,4,1,1,Melhorar o mural de avisos.,8,"No geral, o ambiente é muito bom."
